Stack,Input,Rule
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT,IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,Imprimir -> IMPRIMIR PARENTESIS_ABRIR IMPRIMIR' PARENTESIS_CERRAR
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT PARENTESIS_CERRAR IMPRIMIR' PARENTESIS_ABRIR,IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT PARENTESIS_CERRAR IMPRIMIR',PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT PARENTESIS_CERRAR,CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,IMPRIMIR' -> EXPRESION MASEXPRESION
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT PARENTESIS_CERRAR MASEXPRESION,CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,EXPRESION -> FACTOR EXPRESION'
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT PARENTESIS_CERRAR MASEXPRESION EXPRESION',CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,FACTOR -> CADENA
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT PARENTESIS_CERRAR MASEXPRESION EXPRESION',CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT PARENTESIS_CERRAR MASEXPRESION,COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,EXPRESION' -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT PARENTESIS_CERRAR,COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,MASEXPRESION -> COMA EXPRESION MASEXPRESION
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT PARENTESIS_CERRAR MASEXPRESION EXPRESION,COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT PARENTESIS_CERRAR MASEXPRESION,IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,EXPRESION -> FACTOR EXPRESION'
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT PARENTESIS_CERRAR MASEXPRESION EXPRESION',IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,FACTOR -> IDENTIFICADOR FACTOR'
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT PARENTESIS_CERRAR MASEXPRESION EXPRESION' FACTOR',IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT PARENTESIS_CERRAR MASEXPRESION EXPRESION',PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,FACTOR' -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT PARENTESIS_CERRAR MASEXPRESION,PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,EXPRESION' -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT PARENTESIS_CERRAR,PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,MASEXPRESION -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT,PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES,AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR,LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCIONES -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL',LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,CONDICIONAL' -> SINO LLAVE_ABRIR INSTRUCCIONES LLAVE_CERRAR
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR,SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR,IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCIONES -> INSTRUCCION INSTRUCCIONES
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCION -> ASIGNACION AT
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT,IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,ASIGNACION -> IDENTIFICADOR IGUAL EXPRESION
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT EXPRESION IGUAL,IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT EXPRESION,IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT,ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,EXPRESION -> FACTOR EXPRESION'
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT EXPRESION',ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,FACTOR -> ENTERO
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT EXPRESION',ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT,AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,EXPRESION' -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR,LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCIONES -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR,LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCIONES -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR,RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCIONES -> INSTRUCCION INSTRUCCIONES
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCION -> RETORNAR EXPRESION AT
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT EXPRESION,RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT,IDENTIFICADOR AT LLAVE_CERRAR $,EXPRESION -> FACTOR EXPRESION'
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT EXPRESION',IDENTIFICADOR AT LLAVE_CERRAR $,FACTOR -> IDENTIFICADOR FACTOR'
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT EXPRESION' FACTOR',IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT EXPRESION',AT LLAVE_CERRAR $,FACTOR' -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT,AT LLAVE_CERRAR $,EXPRESION' -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR,LLAVE_CERRAR $,INSTRUCCIONES -> ''
$ INSTRUCCIONES,LLAVE_CERRAR $,
$,$,INSTRUCCIONES -> ''
,$,Accept
